espen_loc,year_id,age_start,age_end,measure,draw_0
5_NGA37100,2000,5,100,sampled mf prevalence (all pop),0.00334262
5_NGA37100,2000,5,100,true mf prevalence (all pop),0.0116992
5_NGA37100,2000,6,7,sampled IC prevalence (all pop),0.0222222
5_NGA37100,2000,6,7,true IC prevalence (all pop),0
5_NGA37100,2000,5,100,metRoadmapTarget,1
5_NGA37100,2000,None,None,MDA ceased,0
5_NGA37100,2000,None,None,achieve EPHP,0
5_NGA37100,2001,5,100,sampled mf prevalence (all pop),0.00222841
5_NGA37100,2001,5,100,true mf prevalence (all pop),0.00557103
5_NGA37100,2001,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2001,6,7,true IC prevalence (all pop),0
5_NGA37100,2001,5,100,metRoadmapTarget,1
5_NGA37100,2001,None,None,MDA ceased,0
5_NGA37100,2001,None,None,achieve EPHP,0
5_NGA37100,2002,5,100,sampled mf prevalence (all pop),0.00111794
5_NGA37100,2002,5,100,true mf prevalence (all pop),0.00503074
5_NGA37100,2002,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2002,6,7,true IC prevalence (all pop),0
5_NGA37100,2002,5,100,metRoadmapTarget,1
5_NGA37100,2002,None,None,MDA ceased,0
5_NGA37100,2002,None,None,achieve EPHP,0
5_NGA37100,2003,5,100,sampled mf prevalence (all pop),0.00168445
5_NGA37100,2003,5,100,true mf prevalence (all pop),0.00393038
5_NGA37100,2003,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2003,6,7,true IC prevalence (all pop),0
5_NGA37100,2003,5,100,metRoadmapTarget,1
5_NGA37100,2003,None,None,MDA ceased,0
5_NGA37100,2003,None,None,achieve EPHP,0
5_NGA37100,2004,5,100,sampled mf prevalence (all pop),0.000565291
5_NGA37100,2004,5,100,true mf prevalence (all pop),0.00395704
5_NGA37100,2004,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2004,6,7,true IC prevalence (all pop),0
5_NGA37100,2004,5,100,metRoadmapTarget,1
5_NGA37100,2004,None,None,MDA ceased,0
5_NGA37100,2004,None,None,achieve EPHP,0
5_NGA37100,2005,5,100,sampled mf prevalence (all pop),0.00056338
5_NGA37100,2005,5,100,true mf prevalence (all pop),0.00394366
5_NGA37100,2005,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2005,6,7,true IC prevalence (all pop),0
5_NGA37100,2005,5,100,metRoadmapTarget,1
5_NGA37100,2005,None,None,MDA ceased,0
5_NGA37100,2005,None,None,achieve EPHP,0
5_NGA37100,2006,5,100,sampled mf prevalence (all pop),0.000568182
5_NGA37100,2006,5,100,true mf prevalence (all pop),0.00397727
5_NGA37100,2006,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2006,6,7,true IC prevalence (all pop),0
5_NGA37100,2006,5,100,metRoadmapTarget,1
5_NGA37100,2006,None,None,MDA ceased,0
5_NGA37100,2006,None,None,achieve EPHP,0
5_NGA37100,2007,5,100,sampled mf prevalence (all pop),0.000571102
5_NGA37100,2007,5,100,true mf prevalence (all pop),0.00342661
5_NGA37100,2007,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2007,6,7,true IC prevalence (all pop),0
5_NGA37100,2007,5,100,metRoadmapTarget,1
5_NGA37100,2007,None,None,MDA ceased,0
5_NGA37100,2007,None,None,achieve EPHP,0
5_NGA37100,2008,5,100,sampled mf prevalence (all pop),0.000572082
5_NGA37100,2008,5,100,true mf prevalence (all pop),0.00343249
5_NGA37100,2008,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2008,6,7,true IC prevalence (all pop),0
5_NGA37100,2008,5,100,metRoadmapTarget,1
5_NGA37100,2008,None,None,MDA ceased,0
5_NGA37100,2008,None,None,achieve EPHP,0
5_NGA37100,2009,5,100,sampled mf prevalence (all pop),0.000570451
5_NGA37100,2009,5,100,true mf prevalence (all pop),0.0022818
5_NGA37100,2009,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2009,6,7,true IC prevalence (all pop),0
5_NGA37100,2009,5,100,metRoadmapTarget,1
5_NGA37100,2009,None,None,MDA ceased,0
5_NGA37100,2009,None,None,achieve EPHP,0
5_NGA37100,2010,5,100,sampled mf prevalence (all pop),0
5_NGA37100,2010,5,100,true mf prevalence (all pop),0.00114416
5_NGA37100,2010,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2010,6,7,true IC prevalence (all pop),0
5_NGA37100,2010,5,100,metRoadmapTarget,1
5_NGA37100,2010,None,None,MDA ceased,0
5_NGA37100,2010,None,None,achieve EPHP,0
5_NGA37100,2011,5,100,sampled mf prevalence (all pop),0
5_NGA37100,2011,5,100,true mf prevalence (all pop),0.000568828
5_NGA37100,2011,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2011,6,7,true IC prevalence (all pop),0
5_NGA37100,2011,5,100,metRoadmapTarget,1
5_NGA37100,2011,None,None,MDA ceased,0
5_NGA37100,2011,None,None,achieve EPHP,0
5_NGA37100,2012,5,100,sampled mf prevalence (all pop),0
5_NGA37100,2012,5,100,true mf prevalence (all pop),0.000574053
5_NGA37100,2012,6,7,sampled IC prevalence (all pop),0
5_NGA37100,2012,6,7,true IC prevalence (all pop),0
5_NGA37100,2012,5,100,metRoadmapTarget,1
5_NGA37100,2012,None,None,MDA ceased,0
5_NGA37100,2012,None,None,achieve EPHP,0
5_NGA37100,2013,5,100,sampled mf prevalence (all pop),0
5_NGA37100,2013,5,100,true mf prevalence (all pop),0.00057241
5_NGA37100,2013,6,7,sampled IC prevalence (all pop),0.0227273
5_NGA37100,2013,6,7,true IC prevalence (all pop),0
5_NGA37100,2013,5,100,metRoadmapTarget,1
5_NGA37100,2013,None,None,MDA ceased,0
5_NGA37100,2013,None,None,achieve EPHP,0
5_NGA37100,2014,5,100,sampled mf prevalence (all pop),0
5_NGA37100,2014,5,100,true mf prevalence (all pop),0.000569152
5_NGA37100,2014,6,7,sampled IC prevalence (all pop),0.0212766
5_NGA37100,2014,6,7,true IC prevalence (all pop),0
5_NGA37100,2014,5,100,metRoadmapTarget,1
5_NGA37100,2014,None,None,MDA ceased,0
5_NGA37100,2014,None,None,achieve EPHP,0
5_NGA37100,2015,5,100,sampled mf prevalence (all pop),0
5_NGA37100,2015,5,100,true mf prevalence (all pop),0.00056338
5_NGA37100,2015,6,7,sampled IC prevalence (all pop),0.0238095
5_NGA37100,2015,6,7,true IC prevalence (all pop),0
