espen_loc,year_id,age_start,age_end,measure,draw_0
3a_SDN53289,2018,0,1,prevalence,0
3a_SDN53289,2018,1,2,prevalence,0
3a_SDN53289,2018,2,3,prevalence,0
3a_SDN53289,2018,3,4,prevalence,0
3a_SDN53289,2018,4,5,prevalence,0
3a_SDN53289,2018,5,6,prevalence,0
3a_SDN53289,2018,6,7,prevalence,0
3a_SDN53289,2018,7,8,prevalence,0
3a_SDN53289,2018,8,9,prevalence,0
3a_SDN53289,2018,9,10,prevalence,0
3a_SDN53289,2018,10,11,prevalence,0.02
3a_SDN53289,2018,11,12,prevalence,0
3a_SDN53289,2018,12,13,prevalence,0.027027
3a_SDN53289,2018,13,14,prevalence,0
3a_SDN53289,2018,14,15,prevalence,0
3a_SDN53289,2018,15,16,prevalence,0
3a_SDN53289,2018,16,17,prevalence,0
3a_SDN53289,2018,17,18,prevalence,0.02
3a_SDN53289,2018,18,19,prevalence,0
3a_SDN53289,2018,19,20,prevalence,0
3a_SDN53289,2018,20,21,prevalence,0
3a_SDN53289,2018,21,22,prevalence,0
3a_SDN53289,2018,22,23,prevalence,0
3a_SDN53289,2018,23,24,prevalence,0
3a_SDN53289,2018,24,25,prevalence,0
3a_SDN53289,2018,25,26,prevalence,0.0333333
3a_SDN53289,2018,26,27,prevalence,0
3a_SDN53289,2018,27,28,prevalence,0.04
3a_SDN53289,2018,28,29,prevalence,0.0645161
3a_SDN53289,2018,29,30,prevalence,0.037037
3a_SDN53289,2018,30,31,prevalence,0
3a_SDN53289,2018,31,32,prevalence,0
3a_SDN53289,2018,32,33,prevalence,0
3a_SDN53289,2018,33,34,prevalence,0.047619
3a_SDN53289,2018,34,35,prevalence,0
3a_SDN53289,2018,35,36,prevalence,0
3a_SDN53289,2018,36,37,prevalence,0
3a_SDN53289,2018,37,38,prevalence,0
3a_SDN53289,2018,38,39,prevalence,0
3a_SDN53289,2018,39,40,prevalence,0
3a_SDN53289,2018,40,41,prevalence,0
3a_SDN53289,2018,41,42,prevalence,0
3a_SDN53289,2018,42,43,prevalence,0
3a_SDN53289,2018,43,44,prevalence,0
3a_SDN53289,2018,44,45,prevalence,0
3a_SDN53289,2018,45,46,prevalence,0
3a_SDN53289,2018,46,47,prevalence,0
3a_SDN53289,2018,47,48,prevalence,0
3a_SDN53289,2018,48,49,prevalence,0
3a_SDN53289,2018,49,50,prevalence,0
3a_SDN53289,2018,50,51,prevalence,0
3a_SDN53289,2018,51,52,prevalence,0
3a_SDN53289,2018,52,53,prevalence,0.0555556
3a_SDN53289,2018,53,54,prevalence,0.047619
3a_SDN53289,2018,54,55,prevalence,0
3a_SDN53289,2018,55,56,prevalence,0.0416667
3a_SDN53289,2018,56,57,prevalence,0
3a_SDN53289,2018,57,58,prevalence,0
3a_SDN53289,2018,58,59,prevalence,0
3a_SDN53289,2018,59,60,prevalence,0.0555556
3a_SDN53289,2018,60,61,prevalence,0
3a_SDN53289,2018,61,62,prevalence,0
3a_SDN53289,2018,62,63,prevalence,0
3a_SDN53289,2018,63,64,prevalence,0
3a_SDN53289,2018,64,65,prevalence,0.0666667
3a_SDN53289,2018,65,66,prevalence,0.0909091
3a_SDN53289,2018,66,67,prevalence,0
3a_SDN53289,2018,67,68,prevalence,0
3a_SDN53289,2018,68,69,prevalence,0
3a_SDN53289,2018,69,70,prevalence,0
3a_SDN53289,2018,70,71,prevalence,0
3a_SDN53289,2018,71,72,prevalence,0
3a_SDN53289,2018,72,73,prevalence,0
3a_SDN53289,2018,73,74,prevalence,0
3a_SDN53289,2018,74,75,prevalence,0
3a_SDN53289,2018,75,76,prevalence,0.0625
3a_SDN53289,2018,76,77,prevalence,0
3a_SDN53289,2018,77,78,prevalence,0
3a_SDN53289,2018,78,79,prevalence,0
3a_SDN53289,2018,79,80,prevalence,0
3a_SDN53289,2018,80,81,prevalence,0
3a_SDN53289,2018,81,82,prevalence,0
3a_SDN53289,2018,82,83,prevalence,0
3a_SDN53289,2018,83,84,prevalence,0.0833333
3a_SDN53289,2018,84,85,prevalence,0.0625
3a_SDN53289,2018,85,86,prevalence,0
3a_SDN53289,2018,86,87,prevalence,0
3a_SDN53289,2018,87,88,prevalence,0
3a_SDN53289,2018,88,89,prevalence,0
3a_SDN53289,2018,89,90,prevalence,0
3a_SDN53289,2018,90,91,prevalence,0
3a_SDN53289,2018,91,92,prevalence,0
3a_SDN53289,2018,92,93,prevalence,0
3a_SDN53289,2018,93,94,prevalence,0
3a_SDN53289,2018,94,95,prevalence,0
3a_SDN53289,2018,95,96,prevalence,0
3a_SDN53289,2018,96,97,prevalence,0
3a_SDN53289,2018,97,98,prevalence,0
3a_SDN53289,2018,98,99,prevalence,0.0909091
3a_SDN53289,2018,99,100,prevalence,0
3a_SDN53289,2018,0,1,number,54
3a_SDN53289,2018,1,2,number,54
3a_SDN53289,2018,2,3,number,66
3a_SDN53289,2018,3,4,number,36
3a_SDN53289,2018,4,5,number,41
3a_SDN53289,2018,5,6,number,47
3a_SDN53289,2018,6,7,number,48
3a_SDN53289,2018,7,8,number,41
3a_SDN53289,2018,8,9,number,54
3a_SDN53289,2018,9,10,number,37
3a_SDN53289,2018,10,11,number,50
3a_SDN53289,2018,11,12,number,26
3a_SDN53289,2018,12,13,number,37
3a_SDN53289,2018,13,14,number,43
3a_SDN53289,2018,14,15,number,30
3a_SDN53289,2018,15,16,number,32
3a_SDN53289,2018,16,17,number,34
3a_SDN53289,2018,17,18,number,50
3a_SDN53289,2018,18,19,number,26
3a_SDN53289,2018,19,20,number,21
3a_SDN53289,2018,20,21,number,28
3a_SDN53289,2018,21,22,number,25
3a_SDN53289,2018,22,23,number,26
3a_SDN53289,2018,23,24,number,34
3a_SDN53289,2018,24,25,number,34
3a_SDN53289,2018,25,26,number,30
3a_SDN53289,2018,26,27,number,29
3a_SDN53289,2018,27,28,number,25
3a_SDN53289,2018,28,29,number,31
3a_SDN53289,2018,29,30,number,27
3a_SDN53289,2018,30,31,number,16
3a_SDN53289,2018,31,32,number,22
3a_SDN53289,2018,32,33,number,26
3a_SDN53289,2018,33,34,number,21
3a_SDN53289,2018,34,35,number,21
3a_SDN53289,2018,35,36,number,14
3a_SDN53289,2018,36,37,number,20
3a_SDN53289,2018,37,38,number,22
3a_SDN53289,2018,38,39,number,26
3a_SDN53289,2018,39,40,number,25
3a_SDN53289,2018,40,41,number,23
3a_SDN53289,2018,41,42,number,25
3a_SDN53289,2018,42,43,number,20
3a_SDN53289,2018,43,44,number,24
3a_SDN53289,2018,44,45,number,20
3a_SDN53289,2018,45,46,number,15
3a_SDN53289,2018,46,47,number,12
3a_SDN53289,2018,47,48,number,17
3a_SDN53289,2018,48,49,number,18
3a_SDN53289,2018,49,50,number,22
3a_SDN53289,2018,50,51,number,16
3a_SDN53289,2018,51,52,number,15
3a_SDN53289,2018,52,53,number,18
3a_SDN53289,2018,53,54,number,21
3a_SDN53289,2018,54,55,number,22
3a_SDN53289,2018,55,56,number,24
3a_SDN53289,2018,56,57,number,14
3a_SDN53289,2018,57,58,number,20
3a_SDN53289,2018,58,59,number,8
3a_SDN53289,2018,59,60,number,18
3a_SDN53289,2018,60,61,number,15
3a_SDN53289,2018,61,62,number,17
3a_SDN53289,2018,62,63,number,10
3a_SDN53289,2018,63,64,number,14
3a_SDN53289,2018,64,65,number,15
3a_SDN53289,2018,65,66,number,22
3a_SDN53289,2018,66,67,number,19
3a_SDN53289,2018,67,68,number,14
3a_SDN53289,2018,68,69,number,17
3a_SDN53289,2018,69,70,number,13
3a_SDN53289,2018,70,71,number,8
3a_SDN53289,2018,71,72,number,12
3a_SDN53289,2018,72,73,number,6
3a_SDN53289,2018,73,74,number,11
3a_SDN53289,2018,74,75,number,15
3a_SDN53289,2018,75,76,number,16
3a_SDN53289,2018,76,77,number,11
3a_SDN53289,2018,77,78,number,13
3a_SDN53289,2018,78,79,number,10
3a_SDN53289,2018,79,80,number,4
3a_SDN53289,2018,80,81,number,11
3a_SDN53289,2018,81,82,number,11
3a_SDN53289,2018,82,83,number,5
3a_SDN53289,2018,83,84,number,12
3a_SDN53289,2018,84,85,number,16
3a_SDN53289,2018,85,86,number,8
3a_SDN53289,2018,86,87,number,9
3a_SDN53289,2018,87,88,number,10
3a_SDN53289,2018,88,89,number,7
3a_SDN53289,2018,89,90,number,15
3a_SDN53289,2018,90,91,number,10
3a_SDN53289,2018,91,92,number,7
3a_SDN53289,2018,92,93,number,4
3a_SDN53289,2018,93,94,number,7
3a_SDN53289,2018,94,95,number,4
3a_SDN53289,2018,95,96,number,9
3a_SDN53289,2018,96,97,number,7
3a_SDN53289,2018,97,98,number,7
3a_SDN53289,2018,98,99,number,11
3a_SDN53289,2018,99,100,number,10
3a_SDN53289,2018,0,1,Hydrocele,0
3a_SDN53289,2018,1,2,Hydrocele,0
3a_SDN53289,2018,2,3,Hydrocele,0
3a_SDN53289,2018,3,4,Hydrocele,0
3a_SDN53289,2018,4,5,Hydrocele,0
3a_SDN53289,2018,5,6,Hydrocele,0
3a_SDN53289,2018,6,7,Hydrocele,0
3a_SDN53289,2018,7,8,Hydrocele,0
3a_SDN53289,2018,8,9,Hydrocele,0
3a_SDN53289,2018,9,10,Hydrocele,0
3a_SDN53289,2018,10,11,Hydrocele,0
3a_SDN53289,2018,11,12,Hydrocele,0
3a_SDN53289,2018,12,13,Hydrocele,0.0666667
3a_SDN53289,2018,13,14,Hydrocele,0
3a_SDN53289,2018,14,15,Hydrocele,0
3a_SDN53289,2018,15,16,Hydrocele,0
3a_SDN53289,2018,16,17,Hydrocele,0
3a_SDN53289,2018,17,18,Hydrocele,0.0454545
3a_SDN53289,2018,18,19,Hydrocele,0
3a_SDN53289,2018,19,20,Hydrocele,0
3a_SDN53289,2018,20,21,Hydrocele,0
3a_SDN53289,2018,21,22,Hydrocele,0
3a_SDN53289,2018,22,23,Hydrocele,0
3a_SDN53289,2018,23,24,Hydrocele,0
3a_SDN53289,2018,24,25,Hydrocele,0
3a_SDN53289,2018,25,26,Hydrocele,0.0555556
3a_SDN53289,2018,26,27,Hydrocele,0
3a_SDN53289,2018,27,28,Hydrocele,0
3a_SDN53289,2018,28,29,Hydrocele,0
3a_SDN53289,2018,29,30,Hydrocele,0.0666667
3a_SDN53289,2018,30,31,Hydrocele,0
3a_SDN53289,2018,31,32,Hydrocele,0
3a_SDN53289,2018,32,33,Hydrocele,0
3a_SDN53289,2018,33,34,Hydrocele,0
3a_SDN53289,2018,34,35,Hydrocele,0
3a_SDN53289,2018,35,36,Hydrocele,0
3a_SDN53289,2018,36,37,Hydrocele,0
3a_SDN53289,2018,37,38,Hydrocele,0
3a_SDN53289,2018,38,39,Hydrocele,0
3a_SDN53289,2018,39,40,Hydrocele,0
3a_SDN53289,2018,40,41,Hydrocele,0.1
3a_SDN53289,2018,41,42,Hydrocele,0
3a_SDN53289,2018,42,43,Hydrocele,0
3a_SDN53289,2018,43,44,Hydrocele,0
3a_SDN53289,2018,44,45,Hydrocele,0
3a_SDN53289,2018,45,46,Hydrocele,0
3a_SDN53289,2018,46,47,Hydrocele,0
3a_SDN53289,2018,47,48,Hydrocele,0
3a_SDN53289,2018,48,49,Hydrocele,0
3a_SDN53289,2018,49,50,Hydrocele,0
3a_SDN53289,2018,50,51,Hydrocele,0
3a_SDN53289,2018,51,52,Hydrocele,0
3a_SDN53289,2018,52,53,Hydrocele,0.0769231
3a_SDN53289,2018,53,54,Hydrocele,0
3a_SDN53289,2018,54,55,Hydrocele,0
3a_SDN53289,2018,55,56,Hydrocele,0
3a_SDN53289,2018,56,57,Hydrocele,0
3a_SDN53289,2018,57,58,Hydrocele,0
3a_SDN53289,2018,58,59,Hydrocele,0
3a_SDN53289,2018,59,60,Hydrocele,0.125
3a_SDN53289,2018,60,61,Hydrocele,0
3a_SDN53289,2018,61,62,Hydrocele,0
3a_SDN53289,2018,62,63,Hydrocele,0
3a_SDN53289,2018,63,64,Hydrocele,0
3a_SDN53289,2018,64,65,Hydrocele,0
3a_SDN53289,2018,65,66,Hydrocele,0
3a_SDN53289,2018,66,67,Hydrocele,0
3a_SDN53289,2018,67,68,Hydrocele,0
3a_SDN53289,2018,68,69,Hydrocele,0.1
3a_SDN53289,2018,69,70,Hydrocele,0
3a_SDN53289,2018,70,71,Hydrocele,0
3a_SDN53289,2018,71,72,Hydrocele,0.142857
3a_SDN53289,2018,72,73,Hydrocele,1
3a_SDN53289,2018,73,74,Hydrocele,0
3a_SDN53289,2018,74,75,Hydrocele,0
3a_SDN53289,2018,75,76,Hydrocele,0.125
3a_SDN53289,2018,76,77,Hydrocele,0
3a_SDN53289,2018,77,78,Hydrocele,0
3a_SDN53289,2018,78,79,Hydrocele,0
3a_SDN53289,2018,79,80,Hydrocele,0
3a_SDN53289,2018,80,81,Hydrocele,0
3a_SDN53289,2018,81,82,Hydrocele,0
3a_SDN53289,2018,82,83,Hydrocele,0
3a_SDN53289,2018,83,84,Hydrocele,0.142857
3a_SDN53289,2018,84,85,Hydrocele,0
3a_SDN53289,2018,85,86,Hydrocele,0
3a_SDN53289,2018,86,87,Hydrocele,0
3a_SDN53289,2018,87,88,Hydrocele,0
3a_SDN53289,2018,88,89,Hydrocele,0
3a_SDN53289,2018,89,90,Hydrocele,0
3a_SDN53289,2018,90,91,Hydrocele,0
3a_SDN53289,2018,91,92,Hydrocele,0
