espen_loc,year_id,age_start,age_end,measure,draw_0
8_NGA37100,2000,None,None,MF,0.0106562
8_NGA37100,2000,-1,-1,None doses,0
8_NGA37100,2000,-1,-1,None coverage,0
8_NGA37100,2001,None,None,MF,0.0090549
8_NGA37100,2001,-1,-1,None doses,0
8_NGA37100,2001,-1,-1,None coverage,0
8_NGA37100,2002,None,None,MF,0.00620068
8_NGA37100,2002,-1,-1,None doses,0
8_NGA37100,2002,-1,-1,None coverage,0
8_NGA37100,2003,None,None,MF,0.0045403
8_NGA37100,2003,-1,-1,None doses,0
8_NGA37100,2003,-1,-1,None coverage,0
8_NGA37100,2004,None,None,MF,0.00394144
8_NGA37100,2004,-1,-1,None doses,0
8_NGA37100,2004,-1,-1,None coverage,0
8_NGA37100,2005,None,None,MF,0.00394589
8_NGA37100,2005,-1,-1,None doses,0
8_NGA37100,2005,-1,-1,None coverage,0
8_NGA37100,2006,None,None,MF,0.00280426
8_NGA37100,2006,-1,-1,None doses,0
8_NGA37100,2006,-1,-1,None coverage,0
8_NGA37100,2007,None,None,MF,0.00283126
8_NGA37100,2007,-1,-1,None doses,0
8_NGA37100,2007,-1,-1,None coverage,0
8_NGA37100,2008,None,None,MF,0.0017094
8_NGA37100,2008,-1,-1,None doses,0
8_NGA37100,2008,-1,-1,None coverage,0
8_NGA37100,2009,None,None,MF,0.00171233
8_NGA37100,2009,-1,-1,None doses,0
8_NGA37100,2009,-1,-1,None coverage,0
8_NGA37100,2010,None,None,MF,0.00171135
8_NGA37100,2010,-1,-1,None doses,0
8_NGA37100,2010,-1,-1,None coverage,0
8_NGA37100,2011,None,None,MF,0.00171038
8_NGA37100,2011,-1,-1,None doses,0
8_NGA37100,2011,-1,-1,None coverage,0
8_NGA37100,2012,None,None,MF,0.00225734
8_NGA37100,2012,-1,-1,None doses,0
8_NGA37100,2012,-1,-1,None coverage,0
8_NGA37100,2013,None,None,MF,0.00224341
8_NGA37100,2013,-1,-1,None doses,0
8_NGA37100,2013,-1,-1,None coverage,0
8_NGA37100,2014,None,None,MF,0.00167973
8_NGA37100,2014,-1,-1,None doses,0
8_NGA37100,2014,-1,-1,None coverage,0
8_NGA37100,2015,None,None,MF,0.00169205
8_NGA37100,2015,-1,-1,None doses,0
8_NGA37100,2015,-1,-1,None coverage,0
8_NGA37100,2016,None,None,MF,0.00113186
8_NGA37100,2016,-1,-1,None doses,0
8_NGA37100,2016,-1,-1,None coverage,0
8_NGA37100,2017,None,None,MF,0.00114548
8_NGA37100,2017,-1,-1,None doses,0
8_NGA37100,2017,-1,-1,None coverage,0
8_NGA37100,2018,None,None,MF,0.0011422
8_NGA37100,2018,-1,-1,None doses,0
8_NGA37100,2018,-1,-1,None coverage,0
8_NGA37100,2019,None,None,MF,0.0011422
8_NGA37100,2019,-1,-1,None doses,0
8_NGA37100,2019,-1,-1,None coverage,0
8_NGA37100,2020,None,None,MF,0.00112867
8_NGA37100,2020,-1,-1,None doses,0
8_NGA37100,2020,-1,-1,None coverage,0
8_NGA37100,2021,None,None,MF,0.000561482
8_NGA37100,2021,-1,-1,None doses,0
8_NGA37100,2021,-1,-1,None coverage,0
8_NGA37100,2022,None,None,MF,0.000558036
8_NGA37100,2022,-1,-1,None doses,0
8_NGA37100,2022,-1,-1,None coverage,0
8_NGA37100,2023,None,None,MF,0.000558347
8_NGA37100,2023,-1,-1,None doses,0
8_NGA37100,2023,-1,-1,None coverage,0
8_NGA37100,2024,None,None,MF,0.000561167
8_NGA37100,2024,-1,-1,None doses,0
8_NGA37100,2024,-1,-1,None coverage,0
8_NGA37100,2025,None,None,MF,0.000564016
8_NGA37100,2025,-1,-1,None doses,0
8_NGA37100,2025,-1,-1,None coverage,0
8_NGA37100,2026,None,None,MF,0
8_NGA37100,2026,-1,-1,None doses,0
8_NGA37100,2026,-1,-1,None coverage,0
8_NGA37100,2027,None,None,MF,0
8_NGA37100,2027,-1,-1,None doses,0
8_NGA37100,2027,-1,-1,None coverage,0
8_NGA37100,2028,None,None,MF,0
8_NGA37100,2028,-1,-1,None doses,0
8_NGA37100,2028,-1,-1,None coverage,0
8_NGA37100,2029,None,None,MF,0
8_NGA37100,2029,-1,-1,None doses,0
8_NGA37100,2029,-1,-1,None coverage,0
8_NGA37100,2030,None,None,MF,0
8_NGA37100,2030,-1,-1,None doses,0
8_NGA37100,2030,-1,-1,None coverage,0
8_NGA37100,2031,None,None,MF,0
8_NGA37100,2031,-1,-1,None doses,0
8_NGA37100,2031,-1,-1,None coverage,0
8_NGA37100,2032,None,None,MF,0
8_NGA37100,2032,-1,-1,None doses,0
8_NGA37100,2032,-1,-1,None coverage,0
8_NGA37100,2033,None,None,MF,0
8_NGA37100,2033,-1,-1,None doses,0
8_NGA37100,2033,-1,-1,None coverage,0
8_NGA37100,2034,None,None,MF,0
8_NGA37100,2034,-1,-1,None doses,0
8_NGA37100,2034,-1,-1,None coverage,0
8_NGA37100,2035,None,None,MF,0
8_NGA37100,2035,-1,-1,None doses,0
8_NGA37100,2035,-1,-1,None coverage,0
8_NGA37100,2036,None,None,MF,0
8_NGA37100,2036,-1,-1,None doses,0
8_NGA37100,2036,-1,-1,None coverage,0
8_NGA37100,2037,None,None,MF,0
8_NGA37100,2037,-1,-1,None doses,0
8_NGA37100,2037,-1,-1,None coverage,0
8_NGA37100,2038,None,None,MF,0
