espen_loc,year_id,age_start,age_end,measure,draw_0
7_NGA37100,2000,None,None,MF,0.021076
7_NGA37100,2000,-1,-1,None doses,0
7_NGA37100,2000,-1,-1,None coverage,0
7_NGA37100,2001,None,None,MF,0.0094919
7_NGA37100,2001,-1,-1,None doses,0
7_NGA37100,2001,-1,-1,None coverage,0
7_NGA37100,2002,None,None,MF,0.00955593
7_NGA37100,2002,-1,-1,None doses,0
7_NGA37100,2002,-1,-1,None coverage,0
7_NGA37100,2003,None,None,MF,0.00733221
7_NGA37100,2003,-1,-1,None doses,0
7_NGA37100,2003,-1,-1,None coverage,0
7_NGA37100,2004,None,None,MF,0.00846501
7_NGA37100,2004,-1,-1,None doses,0
7_NGA37100,2004,-1,-1,None coverage,0
7_NGA37100,2005,None,None,MF,0.00618325
7_NGA37100,2005,-1,-1,None doses,0
7_NGA37100,2005,-1,-1,None coverage,0
7_NGA37100,2006,None,None,MF,0.00446927
7_NGA37100,2006,-1,-1,None doses,0
7_NGA37100,2006,-1,-1,None coverage,0
7_NGA37100,2007,None,None,MF,0.00447177
7_NGA37100,2007,-1,-1,None doses,0
7_NGA37100,2007,-1,-1,None coverage,0
7_NGA37100,2008,None,None,MF,0.00448179
7_NGA37100,2008,-1,-1,None doses,0
7_NGA37100,2008,-1,-1,None coverage,0
7_NGA37100,2009,None,None,MF,0.00393701
7_NGA37100,2009,-1,-1,None doses,0
7_NGA37100,2009,-1,-1,None coverage,0
7_NGA37100,2010,None,None,MF,0.00340522
7_NGA37100,2010,-1,-1,None doses,0
7_NGA37100,2010,-1,-1,None coverage,0
7_NGA37100,2011,None,None,MF,0.00397276
7_NGA37100,2011,-1,-1,None doses,0
7_NGA37100,2011,-1,-1,None coverage,0
7_NGA37100,2012,None,None,MF,0.00341297
7_NGA37100,2012,-1,-1,None doses,0
7_NGA37100,2012,-1,-1,None coverage,0
7_NGA37100,2013,None,None,MF,0.00342466
7_NGA37100,2013,-1,-1,None doses,0
7_NGA37100,2013,-1,-1,None coverage,0
7_NGA37100,2014,None,None,MF,0.00284576
7_NGA37100,2014,-1,-1,None doses,0
7_NGA37100,2014,-1,-1,None coverage,0
7_NGA37100,2015,None,None,MF,0.00225861
7_NGA37100,2015,-1,-1,None doses,0
7_NGA37100,2015,-1,-1,None coverage,0
7_NGA37100,2016,None,None,MF,0.00169492
7_NGA37100,2016,-1,-1,None doses,0
7_NGA37100,2016,-1,-1,None coverage,0
7_NGA37100,2017,None,None,MF,0.00169587
7_NGA37100,2017,-1,-1,None doses,0
7_NGA37100,2017,-1,-1,None coverage,0
7_NGA37100,2018,None,None,MF,0.0016835
7_NGA37100,2018,-1,-1,None doses,0
7_NGA37100,2018,-1,-1,None coverage,0
7_NGA37100,2019,None,None,MF,0.00168729
7_NGA37100,2019,-1,-1,None doses,0
7_NGA37100,2019,-1,-1,None coverage,0
7_NGA37100,2020,None,None,MF,0.0011325
7_NGA37100,2020,-1,-1,None doses,0
7_NGA37100,2020,-1,-1,None coverage,0
7_NGA37100,2021,None,None,MF,0.0011396
7_NGA37100,2021,-1,-1,None doses,0
7_NGA37100,2021,-1,-1,None coverage,0
7_NGA37100,2022,None,None,MF,0.000566572
7_NGA37100,2022,-1,-1,None doses,0
7_NGA37100,2022,-1,-1,None coverage,0
7_NGA37100,2023,None,None,MF,0.000566251
7_NGA37100,2023,-1,-1,None doses,0
7_NGA37100,2023,-1,-1,None coverage,0
7_NGA37100,2024,None,None,MF,0.000565291
7_NGA37100,2024,-1,-1,None doses,0
7_NGA37100,2024,-1,-1,None coverage,0
7_NGA37100,2025,None,None,MF,0.000564016
7_NGA37100,2025,-1,-1,None doses,0
7_NGA37100,2025,-1,-1,None coverage,0
7_NGA37100,2026,None,None,MF,0.000564016
7_NGA37100,2026,-1,-1,None doses,0
7_NGA37100,2026,-1,-1,None coverage,0
7_NGA37100,2027,None,None,MF,0.000563063
7_NGA37100,2027,-1,-1,None doses,0
7_NGA37100,2027,-1,-1,None coverage,0
7_NGA37100,2028,None,None,MF,0.000563063
7_NGA37100,2028,-1,-1,None doses,0
7_NGA37100,2028,-1,-1,None coverage,0
7_NGA37100,2029,None,None,MF,0.000560852
7_NGA37100,2029,-1,-1,None doses,0
7_NGA37100,2029,-1,-1,None coverage,0
7_NGA37100,2030,None,None,MF,0.000560224
7_NGA37100,2030,-1,-1,None doses,0
7_NGA37100,2030,-1,-1,None coverage,0
7_NGA37100,2031,None,None,MF,0.000558659
7_NGA37100,2031,-1,-1,None doses,0
7_NGA37100,2031,-1,-1,None coverage,0
7_NGA37100,2032,None,None,MF,0.000561798
7_NGA37100,2032,-1,-1,None doses,0
7_NGA37100,2032,-1,-1,None coverage,0
7_NGA37100,2033,None,None,MF,0.000561482
7_NGA37100,2033,-1,-1,None doses,0
7_NGA37100,2033,-1,-1,None coverage,0
7_NGA37100,2034,None,None,MF,0
7_NGA37100,2034,-1,-1,None doses,0
7_NGA37100,2034,-1,-1,None coverage,0
