espen_loc,year_id,age_start,age_end,measure,draw_0
6_NGA37100,2000,5,100,sampled mf prevalence (all pop),0.00334262
6_NGA37100,2000,5,100,true mf prevalence (all pop),0.0116992
6_NGA37100,2000,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2000,6,7,true IC prevalence (all pop),0
6_NGA37100,2000,5,100,metRoadmapTarget,1
6_NGA37100,2000,None,None,MDA ceased,0
6_NGA37100,2000,None,None,achieve EPHP,0
6_NGA37100,2001,5,100,sampled mf prevalence (all pop),0.0033389
6_NGA37100,2001,5,100,true mf prevalence (all pop),0.00500835
6_NGA37100,2001,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2001,6,7,true IC prevalence (all pop),0
6_NGA37100,2001,5,100,metRoadmapTarget,1
6_NGA37100,2001,None,None,MDA ceased,0
6_NGA37100,2001,None,None,achieve EPHP,0
6_NGA37100,2002,5,100,sampled mf prevalence (all pop),0.00280269
6_NGA37100,2002,5,100,true mf prevalence (all pop),0.00448431
6_NGA37100,2002,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2002,6,7,true IC prevalence (all pop),0
6_NGA37100,2002,5,100,metRoadmapTarget,1
6_NGA37100,2002,None,None,MDA ceased,0
6_NGA37100,2002,None,None,achieve EPHP,0
6_NGA37100,2003,5,100,sampled mf prevalence (all pop),0.00223339
6_NGA37100,2003,5,100,true mf prevalence (all pop),0.00390843
6_NGA37100,2003,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2003,6,7,true IC prevalence (all pop),0
6_NGA37100,2003,5,100,metRoadmapTarget,1
6_NGA37100,2003,None,None,MDA ceased,0
6_NGA37100,2003,None,None,achieve EPHP,0
6_NGA37100,2004,5,100,sampled mf prevalence (all pop),0.00225098
6_NGA37100,2004,5,100,true mf prevalence (all pop),0.00337648
6_NGA37100,2004,6,7,sampled IC prevalence (all pop),0.025
6_NGA37100,2004,6,7,true IC prevalence (all pop),0
6_NGA37100,2004,5,100,metRoadmapTarget,1
6_NGA37100,2004,None,None,MDA ceased,0
6_NGA37100,2004,None,None,achieve EPHP,0
6_NGA37100,2005,5,100,sampled mf prevalence (all pop),0.00169779
6_NGA37100,2005,5,100,true mf prevalence (all pop),0.00339559
6_NGA37100,2005,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2005,6,7,true IC prevalence (all pop),0
6_NGA37100,2005,5,100,metRoadmapTarget,1
6_NGA37100,2005,None,None,MDA ceased,0
6_NGA37100,2005,None,None,achieve EPHP,0
6_NGA37100,2006,5,100,sampled mf prevalence (all pop),0.00169972
6_NGA37100,2006,5,100,true mf prevalence (all pop),0.00339943
6_NGA37100,2006,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2006,6,7,true IC prevalence (all pop),0
6_NGA37100,2006,5,100,metRoadmapTarget,1
6_NGA37100,2006,None,None,MDA ceased,0
6_NGA37100,2006,None,None,achieve EPHP,0
6_NGA37100,2007,5,100,sampled mf prevalence (all pop),0.001693
6_NGA37100,2007,5,100,true mf prevalence (all pop),0.003386
6_NGA37100,2007,6,7,sampled IC prevalence (all pop),0
6_NGA37100,2007,6,7,true IC prevalence (all pop),0
6_NGA37100,2007,5,100,metRoadmapTarget,1
6_NGA37100,2007,None,None,MDA ceased,0
6_NGA37100,2007,None,None,achieve EPHP,0
6_NGA37100,2008,5,100,sampled mf prevalence (all pop),0.000567537
6_NGA37100,2008,5,100,true mf prevalence (all pop),0.00113507
6_NGA37100,2008,6,7,sampled IC prevalence (all pop),0
