espen_loc,year_id,age_start,age_end,measure,draw_0
minus1_TCD10760,2000,None,None,MF,0.0111173
minus1_TCD10760,2000,-1,-1,None doses,0
minus1_TCD10760,2000,-1,-1,None coverage,0
minus1_TCD10760,2001,None,None,MF,0.00721821
minus1_TCD10760,2001,-1,-1,None doses,0
minus1_TCD10760,2001,-1,-1,None coverage,0
minus1_TCD10760,2002,None,None,MF,0.00332594
minus1_TCD10760,2002,-1,-1,None doses,0
minus1_TCD10760,2002,-1,-1,None coverage,0
minus1_TCD10760,2003,None,None,MF,0.00222717
minus1_TCD10760,2003,-1,-1,None doses,0
minus1_TCD10760,2003,-1,-1,None coverage,0
minus1_TCD10760,2004,None,None,MF,0.00167785
minus1_TCD10760,2004,-1,-1,None doses,0
minus1_TCD10760,2004,-1,-1,None coverage,0
minus1_TCD10760,2005,None,None,MF,0.000561482
minus1_TCD10760,2005,-1,-1,None doses,0
minus1_TCD10760,2005,-1,-1,None coverage,0
minus1_TCD10760,2006,None,None,MF,0
minus1_TCD10760,2006,-1,-1,None doses,0
minus1_TCD10760,2006,-1,-1,None coverage,0
minus1_TCD10760,2007,None,None,MF,0
minus1_TCD10760,2007,-1,-1,None doses,0
minus1_TCD10760,2007,-1,-1,None coverage,0
minus1_TCD10760,2008,None,None,MF,0
minus1_TCD10760,2008,-1,-1,None doses,0
minus1_TCD10760,2008,-1,-1,None coverage,0
minus1_TCD10760,2009,None,None,MF,0
minus1_TCD10760,2009,-1,-1,None doses,0
minus1_TCD10760,2009,-1,-1,None coverage,0
minus1_TCD10760,2010,None,None,MF,0
minus1_TCD10760,2010,-1,-1,None doses,0
minus1_TCD10760,2010,-1,-1,None coverage,0
