espen_loc,year_id,age_start,age_end,measure,draw_0
minus1_TCD10760,2000,None,None,MF,0.00166482
minus1_TCD10760,2000,-1,-1,None doses,0
minus1_TCD10760,2000,-1,-1,None coverage,0
minus1_TCD10760,2001,None,None,MF,0.00166667
minus1_TCD10760,2001,-1,-1,None doses,0
minus1_TCD10760,2001,-1,-1,None coverage,0
minus1_TCD10760,2002,None,None,MF,0.00224215
minus1_TCD10760,2002,-1,-1,None doses,0
minus1_TCD10760,2002,-1,-1,None coverage,0
minus1_TCD10760,2003,None,None,MF,0.00279486
minus1_TCD10760,2003,-1,-1,None doses,0
minus1_TCD10760,2003,-1,-1,None coverage,0
minus1_TCD10760,2004,None,None,MF,0.00282646
minus1_TCD10760,2004,-1,-1,None doses,0
minus1_TCD10760,2004,-1,-1,None coverage,0
minus1_TCD10760,2005,None,None,MF,0.00224972
minus1_TCD10760,2005,-1,-1,None doses,0
minus1_TCD10760,2005,-1,-1,None coverage,0
minus1_TCD10760,2006,None,None,MF,0.00113443
minus1_TCD10760,2006,-1,-1,None doses,0
minus1_TCD10760,2006,-1,-1,None coverage,0
minus1_TCD10760,2007,None,None,MF,0.00113766
minus1_TCD10760,2007,-1,-1,None doses,0
minus1_TCD10760,2007,-1,-1,None coverage,0
minus1_TCD10760,2008,None,None,MF,0.00114943
minus1_TCD10760,2008,-1,-1,None doses,0
minus1_TCD10760,2008,-1,-1,None coverage,0
minus1_TCD10760,2009,None,None,MF,0.00114025
minus1_TCD10760,2009,-1,-1,None doses,0
minus1_TCD10760,2009,-1,-1,None coverage,0
minus1_TCD10760,2010,None,None,MF,0.00113443
minus1_TCD10760,2010,-1,-1,None doses,0
minus1_TCD10760,2010,-1,-1,None coverage,0
minus1_TCD10760,2011,None,None,MF,0.00113636
minus1_TCD10760,2011,-1,-1,None doses,0
minus1_TCD10760,2011,-1,-1,None coverage,0
minus1_TCD10760,2012,None,None,MF,0.00169779
minus1_TCD10760,2012,-1,-1,None doses,0
minus1_TCD10760,2012,-1,-1,None coverage,0
minus1_TCD10760,2013,None,None,MF,0.00112994
minus1_TCD10760,2013,-1,-1,None doses,0
minus1_TCD10760,2013,-1,-1,None coverage,0
minus1_TCD10760,2014,None,None,MF,0.0011236
minus1_TCD10760,2014,-1,-1,None doses,0
minus1_TCD10760,2014,-1,-1,None coverage,0
minus1_TCD10760,2015,None,None,MF,0.00112549
minus1_TCD10760,2015,-1,-1,None doses,0
minus1_TCD10760,2015,-1,-1,None coverage,0
minus1_TCD10760,2016,None,None,MF,0.00111794
minus1_TCD10760,2016,-1,-1,None doses,0
minus1_TCD10760,2016,-1,-1,None coverage,0
minus1_TCD10760,2017,None,None,MF,0.00111669
minus1_TCD10760,2017,-1,-1,None doses,0
