espen_loc,year_id,age_start,age_end,measure,draw_0
2_NGA37100,2000,5,100,sampled mf prevalence (all pop),0.00334262
2_NGA37100,2000,5,100,true mf prevalence (all pop),0.0116992
2_NGA37100,2000,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2000,6,7,true IC prevalence (all pop),0
2_NGA37100,2000,5,100,metRoadmapTarget,1
2_NGA37100,2000,None,None,MDA ceased,0
2_NGA37100,2000,None,None,achieve EPHP,0
2_NGA37100,2001,5,100,sampled mf prevalence (all pop),0.00223589
2_NGA37100,2001,5,100,true mf prevalence (all pop),0.00670766
2_NGA37100,2001,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2001,6,7,true IC prevalence (all pop),0
2_NGA37100,2001,5,100,metRoadmapTarget,1
2_NGA37100,2001,None,None,MDA ceased,0
2_NGA37100,2001,None,None,achieve EPHP,0
2_NGA37100,2002,5,100,sampled mf prevalence (all pop),0.000558347
2_NGA37100,2002,5,100,true mf prevalence (all pop),0.00279174
2_NGA37100,2002,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2002,6,7,true IC prevalence (all pop),0
2_NGA37100,2002,5,100,metRoadmapTarget,1
2_NGA37100,2002,None,None,MDA ceased,0
2_NGA37100,2002,None,None,achieve EPHP,0
2_NGA37100,2003,5,100,sampled mf prevalence (all pop),0.000560224
2_NGA37100,2003,5,100,true mf prevalence (all pop),0.0022409
2_NGA37100,2003,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2003,6,7,true IC prevalence (all pop),0
2_NGA37100,2003,5,100,metRoadmapTarget,1
2_NGA37100,2003,None,None,MDA ceased,0
2_NGA37100,2003,None,None,achieve EPHP,0
2_NGA37100,2004,5,100,sampled mf prevalence (all pop),0.000566251
2_NGA37100,2004,5,100,true mf prevalence (all pop),0.0011325
2_NGA37100,2004,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2004,6,7,true IC prevalence (all pop),0
2_NGA37100,2004,5,100,metRoadmapTarget,1
2_NGA37100,2004,None,None,MDA ceased,0
2_NGA37100,2004,None,None,achieve EPHP,0
2_NGA37100,2005,5,100,sampled mf prevalence (all pop),0.000567215
2_NGA37100,2005,5,100,true mf prevalence (all pop),0.000567215
2_NGA37100,2005,6,7,sampled IC prevalence (all pop),0.0333333
2_NGA37100,2005,6,7,true IC prevalence (all pop),0
2_NGA37100,2005,5,100,metRoadmapTarget,1
2_NGA37100,2005,None,None,MDA ceased,0
2_NGA37100,2005,None,None,achieve EPHP,0
2_NGA37100,2006,5,100,sampled mf prevalence (all pop),0
2_NGA37100,2006,5,100,true mf prevalence (all pop),0.000565291
2_NGA37100,2006,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2006,6,7,true IC prevalence (all pop),0
2_NGA37100,2006,5,100,metRoadmapTarget,1
2_NGA37100,2006,None,None,MDA ceased,0
2_NGA37100,2006,None,None,achieve EPHP,0
2_NGA37100,2007,5,100,sampled mf prevalence (all pop),0.000562746
2_NGA37100,2007,5,100,true mf prevalence (all pop),0.000562746
2_NGA37100,2007,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2007,6,7,true IC prevalence (all pop),0
2_NGA37100,2007,5,100,metRoadmapTarget,1
2_NGA37100,2007,None,None,MDA ceased,0
2_NGA37100,2007,None,None,achieve EPHP,0
2_NGA37100,2008,5,100,sampled mf prevalence (all pop),0.000560853
2_NGA37100,2008,5,100,true mf prevalence (all pop),0.000560853
2_NGA37100,2008,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2008,6,7,true IC prevalence (all pop),0
2_NGA37100,2008,5,100,metRoadmapTarget,1
2_NGA37100,2008,None,None,MDA ceased,0
2_NGA37100,2008,None,None,achieve EPHP,0
2_NGA37100,2009,5,100,sampled mf prevalence (all pop),0.000557725
2_NGA37100,2009,5,100,true mf prevalence (all pop),0.000557725
2_NGA37100,2009,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2009,6,7,true IC prevalence (all pop),0
2_NGA37100,2009,5,100,metRoadmapTarget,1
2_NGA37100,2009,None,None,MDA ceased,0
2_NGA37100,2009,None,None,achieve EPHP,0
2_NGA37100,2010,5,100,sampled mf prevalence (all pop),0.000556483
2_NGA37100,2010,5,100,true mf prevalence (all pop),0.000556483
2_NGA37100,2010,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2010,6,7,true IC prevalence (all pop),0
2_NGA37100,2010,5,100,metRoadmapTarget,1
2_NGA37100,2010,None,None,MDA ceased,0
2_NGA37100,2010,None,None,achieve EPHP,0
2_NGA37100,2011,5,100,sampled mf prevalence (all pop),0
2_NGA37100,2011,5,100,true mf prevalence (all pop),0
2_NGA37100,2011,6,7,sampled IC prevalence (all pop),0
2_NGA37100,2011,6,7,true IC prevalence (all pop),0
2_NGA37100,2011,5,100,metRoadmapTarget,1
2_NGA37100,2011,None,None,MDA ceased,0
2_NGA37100,2011,None,None,achieve EPHP,0
2_NGA37100,2012,5,100,sampled mf prevalence (all pop),0
2_NGA37100,2012,5,100,true mf prevalence (all pop),0
2_NGA37100,2012,6,7,sampled IC prevalence (all pop),0
