espen_loc,year_id,age_start,age_end,measure,draw_0
4_NGA37100,2000,5,100,sampled mf prevalence (all pop),0.00334262
4_NGA37100,2000,5,100,true mf prevalence (all pop),0.0116992
4_NGA37100,2000,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2000,6,7,true IC prevalence (all pop),0
4_NGA37100,2000,5,100,metRoadmapTarget,1
4_NGA37100,2000,None,None,MDA ceased,0
4_NGA37100,2000,None,None,achieve EPHP,0
4_NGA37100,2001,5,100,sampled mf prevalence (all pop),0.00221852
4_NGA37100,2001,5,100,true mf prevalence (all pop),0.00443705
4_NGA37100,2001,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2001,6,7,true IC prevalence (all pop),0
4_NGA37100,2001,5,100,metRoadmapTarget,1
4_NGA37100,2001,None,None,MDA ceased,0
4_NGA37100,2001,None,None,achieve EPHP,0
4_NGA37100,2002,5,100,sampled mf prevalence (all pop),0.00166389
4_NGA37100,2002,5,100,true mf prevalence (all pop),0.00277316
4_NGA37100,2002,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2002,6,7,true IC prevalence (all pop),0
4_NGA37100,2002,5,100,metRoadmapTarget,1
4_NGA37100,2002,None,None,MDA ceased,0
4_NGA37100,2002,None,None,achieve EPHP,0
4_NGA37100,2003,5,100,sampled mf prevalence (all pop),0.000556174
4_NGA37100,2003,5,100,true mf prevalence (all pop),0.00166852
4_NGA37100,2003,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2003,6,7,true IC prevalence (all pop),0
4_NGA37100,2003,5,100,metRoadmapTarget,1
4_NGA37100,2003,None,None,MDA ceased,0
4_NGA37100,2003,None,None,achieve EPHP,0
4_NGA37100,2004,5,100,sampled mf prevalence (all pop),0.000560538
4_NGA37100,2004,5,100,true mf prevalence (all pop),0.00168161
4_NGA37100,2004,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2004,6,7,true IC prevalence (all pop),0
4_NGA37100,2004,5,100,metRoadmapTarget,1
4_NGA37100,2004,None,None,MDA ceased,0
4_NGA37100,2004,None,None,achieve EPHP,0
4_NGA37100,2005,5,100,sampled mf prevalence (all pop),0.00112045
4_NGA37100,2005,5,100,true mf prevalence (all pop),0.0022409
4_NGA37100,2005,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2005,6,7,true IC prevalence (all pop),0
4_NGA37100,2005,5,100,metRoadmapTarget,1
4_NGA37100,2005,None,None,MDA ceased,0
4_NGA37100,2005,None,None,achieve EPHP,0
4_NGA37100,2006,5,100,sampled mf prevalence (all pop),0.00112613
4_NGA37100,2006,5,100,true mf prevalence (all pop),0.00225225
4_NGA37100,2006,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2006,6,7,true IC prevalence (all pop),0
4_NGA37100,2006,5,100,metRoadmapTarget,1
4_NGA37100,2006,None,None,MDA ceased,0
4_NGA37100,2006,None,None,achieve EPHP,0
4_NGA37100,2007,5,100,sampled mf prevalence (all pop),0.00113058
4_NGA37100,2007,5,100,true mf prevalence (all pop),0.00226116
4_NGA37100,2007,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2007,6,7,true IC prevalence (all pop),0
4_NGA37100,2007,5,100,metRoadmapTarget,1
4_NGA37100,2007,None,None,MDA ceased,0
4_NGA37100,2007,None,None,achieve EPHP,0
4_NGA37100,2008,5,100,sampled mf prevalence (all pop),0.00112676
4_NGA37100,2008,5,100,true mf prevalence (all pop),0.00225352
4_NGA37100,2008,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2008,6,7,true IC prevalence (all pop),0
4_NGA37100,2008,5,100,metRoadmapTarget,1
4_NGA37100,2008,None,None,MDA ceased,0
4_NGA37100,2008,None,None,achieve EPHP,0
4_NGA37100,2009,5,100,sampled mf prevalence (all pop),0.000561798
4_NGA37100,2009,5,100,true mf prevalence (all pop),0.00224719
4_NGA37100,2009,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2009,6,7,true IC prevalence (all pop),0
4_NGA37100,2009,5,100,metRoadmapTarget,1
4_NGA37100,2009,None,None,MDA ceased,0
4_NGA37100,2009,None,None,achieve EPHP,0
4_NGA37100,2010,5,100,sampled mf prevalence (all pop),0.000562746
4_NGA37100,2010,5,100,true mf prevalence (all pop),0.00168824
4_NGA37100,2010,6,7,sampled IC prevalence (all pop),0
4_NGA37100,2010,6,7,true IC prevalence (all pop),0
4_NGA37100,2010,5,100,metRoadmapTarget,1
4_NGA37100,2010,None,None,MDA ceased,0
4_NGA37100,2010,None,None,achieve EPHP,0
4_NGA37100,2011,5,100,sampled mf prevalence (all pop),0.000557103
4_NGA37100,2011,5,100,true mf prevalence (all pop),0.00167131
